#    L    TT             EE             TE             PP             TP          
  1962    0.20474E+03    0.10868E+02   -0.17519E+02    0.46704E+05    0.14374E+02
  1963    0.20484E+03    0.10825E+02   -0.17660E+02    0.46638E+05    0.12282E+02
  1964    0.20495E+03    0.10780E+02   -0.17798E+02    0.46573E+05    0.10177E+02
  1965    0.20508E+03    0.10734E+02   -0.17933E+02    0.46507E+05    0.80620E+01
  1966    0.20521E+03    0.10687E+02   -0.18065E+02    0.46442E+05    0.59405E+01
  1967    0.20536E+03    0.10639E+02   -0.18194E+02    0.46376E+05    0.38157E+01
  1968    0.20549E+03    0.10590E+02   -0.18319E+02    0.46311E+05    0.16907E+01
  1969    0.20566E+03    0.10540E+02   -0.18441E+02    0.46246E+05   -0.43102E+00
  1970    0.20581E+03    0.10491E+02   -0.18559E+02    0.46181E+05   -0.25463E+01
  1971    0.20598E+03    0.10440E+02   -0.18674E+02    0.46116E+05   -0.46520E+01
  1972    0.20615E+03    0.10387E+02   -0.18785E+02    0.46051E+05   -0.67447E+01
  1973    0.20634E+03    0.10334E+02   -0.18893E+02    0.45987E+05   -0.88212E+01
  1974    0.20653E+03    0.10280E+02   -0.18997E+02    0.45922E+05   -0.10878E+02
  1975    0.20672E+03    0.10225E+02   -0.19098E+02    0.45858E+05   -0.12913E+02
  1976    0.20692E+03    0.10169E+02   -0.19195E+02    0.45793E+05   -0.14921E+02
  1977    0.20713E+03    0.10113E+02   -0.19288E+02    0.45729E+05   -0.16900E+02
  1978    0.20733E+03    0.10056E+02   -0.19377E+02    0.45665E+05   -0.18847E+02
  1979    0.20755E+03    0.99988E+01   -0.19462E+02    0.45600E+05   -0.20758E+02
  1980    0.20777E+03    0.99403E+01   -0.19544E+02    0.45536E+05   -0.22631E+02
  1981    0.20799E+03    0.98811E+01   -0.19621E+02    0.45472E+05   -0.24461E+02
  1982    0.20822E+03    0.98211E+01   -0.19696E+02    0.45409E+05   -0.26245E+02
  1983    0.20845E+03    0.97603E+01   -0.19766E+02    0.45345E+05   -0.27981E+02
  1984    0.20869E+03    0.96994E+01   -0.19832E+02    0.45281E+05   -0.29665E+02
  1985    0.20893E+03    0.96370E+01   -0.19895E+02    0.45218E+05   -0.31294E+02
  1986    0.20917E+03    0.95746E+01   -0.19953E+02    0.45154E+05   -0.32864E+02
  1987    0.20941E+03    0.95121E+01   -0.20008E+02    0.45091E+05   -0.34372E+02
  1988    0.20966E+03    0.94488E+01   -0.20058E+02    0.45027E+05   -0.35816E+02
  1989    0.20991E+03    0.93854E+01   -0.20104E+02    0.44964E+05   -0.37191E+02
  1990    0.21017E+03    0.93213E+01   -0.20147E+02    0.44901E+05   -0.38495E+02
  1991    0.21041E+03    0.92555E+01   -0.20185E+02    0.44838E+05   -0.39724E+02
  1992    0.21065E+03    0.91905E+01   -0.20220E+02    0.44775E+05   -0.40875E+02
  1993    0.21091E+03    0.91254E+01   -0.20250E+02    0.44712E+05   -0.41945E+02
  1994    0.21116E+03    0.90588E+01   -0.20277E+02    0.44650E+05   -0.42931E+02
  1995    0.21142E+03    0.89921E+01   -0.20300E+02    0.44587E+05   -0.43828E+02
  1996    0.21167E+03    0.89245E+01   -0.20319E+02    0.44525E+05   -0.44635E+02
  1997    0.21192E+03    0.88569E+01   -0.20332E+02    0.44462E+05   -0.45348E+02
  1998    0.21218E+03    0.87900E+01   -0.20342E+02    0.44400E+05   -0.45963E+02
  1999    0.21244E+03    0.87215E+01   -0.20349E+02    0.44337E+05   -0.46477E+02
  2000    0.21268E+03    0.86537E+01   -0.20351E+02    0.44275E+05   -0.46887E+02
  2001    0.21294E+03    0.85859E+01   -0.20350E+02    0.44213E+05   -0.47192E+02
  2002    0.21319E+03    0.85171E+01   -0.20344E+02    0.44151E+05   -0.47392E+02
  2003    0.21344E+03    0.84484E+01   -0.20335E+02    0.44089E+05   -0.47493E+02
  2004    0.21369E+03    0.83795E+01   -0.20321E+02    0.44027E+05   -0.47497E+02
  2005    0.21392E+03    0.83098E+01   -0.20303E+02    0.43966E+05   -0.47409E+02
  2006    0.21417E+03    0.82416E+01   -0.20283E+02    0.43904E+05   -0.47232E+02
  2007    0.21440E+03    0.81718E+01   -0.20257E+02    0.43843E+05   -0.46970E+02
  2008    0.21464E+03    0.81019E+01   -0.20228E+02    0.43781E+05   -0.46626E+02
  2009    0.21488E+03    0.80326E+01   -0.20194E+02    0.43720E+05   -0.46204E+02
  2010    0.21510E+03    0.79633E+01   -0.20157E+02    0.43658E+05   -0.45708E+02
  2011    0.21533E+03    0.78932E+01   -0.20116E+02    0.43597E+05   -0.45142E+02
  2012    0.21555E+03    0.78237E+01   -0.20072E+02    0.43536E+05   -0.44508E+02
  2013    0.21576E+03    0.77535E+01   -0.20024E+02    0.43475E+05   -0.43811E+02
  2014    0.21598E+03    0.76846E+01   -0.19970E+02    0.43414E+05   -0.43055E+02
  2015    0.21619E+03    0.76149E+01   -0.19915E+02    0.43353E+05   -0.42242E+02
  2016    0.21640E+03    0.75459E+01   -0.19855E+02    0.43293E+05   -0.41378E+02
  2017    0.21659E+03    0.74769E+01   -0.19792E+02    0.43232E+05   -0.40464E+02
  2018    0.21678E+03    0.74079E+01   -0.19726E+02    0.43171E+05   -0.39506E+02
  2019    0.21697E+03    0.73389E+01   -0.19654E+02    0.43111E+05   -0.38506E+02
  2020    0.21715E+03    0.72701E+01   -0.19580E+02    0.43051E+05   -0.37469E+02
  2021    0.21733E+03    0.72019E+01   -0.19502E+02    0.42990E+05   -0.36398E+02
  2022    0.21750E+03    0.71338E+01   -0.19421E+02    0.42930E+05   -0.35297E+02
  2023    0.21766E+03    0.70659E+01   -0.19336E+02    0.42870E+05   -0.34168E+02
  2024    0.21782E+03    0.69983E+01   -0.19248E+02    0.42810E+05   -0.33017E+02
  2025    0.21796E+03    0.69309E+01   -0.19157E+02    0.42750E+05   -0.31847E+02
  2026    0.21811E+03    0.68639E+01   -0.19062E+02    0.42690E+05   -0.30661E+02
  2027    0.21825E+03    0.67973E+01   -0.18964E+02    0.42630E+05   -0.29463E+02
  2028    0.21837E+03    0.67309E+01   -0.18862E+02    0.42571E+05   -0.28257E+02
  2029    0.21849E+03    0.66650E+01   -0.18758E+02    0.42511E+05   -0.27046E+02
  2030    0.21860E+03    0.65995E+01   -0.18650E+02    0.42452E+05   -0.25834E+02
  2031    0.21870E+03    0.65343E+01   -0.18539E+02    0.42392E+05   -0.24624E+02
  2032    0.21880E+03    0.64696E+01   -0.18426E+02    0.42333E+05   -0.23421E+02
  2033    0.21889E+03    0.64055E+01   -0.18309E+02    0.42274E+05   -0.22228E+02
  2034    0.21897E+03    0.63418E+01   -0.18189E+02    0.42214E+05   -0.21049E+02
  2035    0.21904E+03    0.62785E+01   -0.18066E+02    0.42155E+05   -0.19887E+02
  2036    0.21910E+03    0.62158E+01   -0.17940E+02    0.42096E+05   -0.18746E+02
  2037    0.21916E+03    0.61537E+01   -0.17812E+02    0.42038E+05   -0.17630E+02
  2038    0.21919E+03    0.60921E+01   -0.17681E+02    0.41979E+05   -0.16542E+02
  2039    0.21923E+03    0.60311E+01   -0.17546E+02    0.41920E+05   -0.15486E+02
  2040    0.21926E+03    0.59706E+01   -0.17410E+02    0.41861E+05   -0.14465E+02
  2041    0.21927E+03    0.59106E+01   -0.17270E+02    0.41803E+05   -0.13484E+02
  2042    0.21929E+03    0.58515E+01   -0.17129E+02    0.41744E+05   -0.12546E+02
  2043    0.21928E+03    0.57929E+01   -0.16984E+02    0.41686E+05   -0.11655E+02
  2044    0.21927E+03    0.57349E+01   -0.16837E+02    0.41628E+05   -0.10814E+02
  2045    0.21925E+03    0.56775E+01   -0.16688E+02    0.41569E+05   -0.10026E+02
  2046    0.21923E+03    0.56209E+01   -0.16537E+02    0.41511E+05   -0.92970E+01
  2047    0.21918E+03    0.55649E+01   -0.16384E+02    0.41453E+05   -0.86287E+01
  2048    0.21913E+03    0.55097E+01   -0.16228E+02    0.41395E+05   -0.80254E+01
  2049    0.21908E+03    0.54552E+01   -0.16071E+02    0.41337E+05   -0.74908E+01
  2050    0.21900E+03    0.54014E+01   -0.15910E+02    0.41280E+05   -0.70284E+01
  2051    0.21891E+03    0.53484E+01   -0.15749E+02    0.41222E+05   -0.66409E+01
  2052    0.21882E+03    0.52961E+01   -0.15585E+02    0.41164E+05   -0.63266E+01
  2053    0.21872E+03    0.52446E+01   -0.15419E+02    0.41107E+05   -0.60829E+01
  2054    0.21860E+03    0.51939E+01   -0.15251E+02    0.41049E+05   -0.59069E+01
  2055    0.21847E+03    0.51439E+01   -0.15082E+02    0.40992E+05   -0.57959E+01
  2056    0.21834E+03    0.50949E+01   -0.14912E+02    0.40935E+05   -0.57472E+01
  2057    0.21820E+03    0.50466E+01   -0.14738E+02    0.40877E+05   -0.57582E+01
  2058    0.21804E+03    0.49992E+01   -0.14565E+02    0.40820E+05   -0.58260E+01
  2059    0.21788E+03    0.49526E+01   -0.14389E+02    0.40763E+05   -0.59479E+01
  2060    0.21770E+03    0.49067E+01   -0.14212E+02    0.40706E+05   -0.61212E+01
  2061    0.21751E+03    0.48618E+01   -0.14033E+02    0.40650E+05   -0.63432E+01
  2062    0.21731E+03    0.48178E+01   -0.13854E+02    0.40593E+05   -0.66111E+01
  2063    0.21711E+03    0.47747E+01   -0.13673E+02    0.40536E+05   -0.69223E+01
  2064    0.21688E+03    0.47324E+01   -0.13491E+02    0.40479E+05   -0.72739E+01
  2065    0.21664E+03    0.46911E+01   -0.13307E+02    0.40423E+05   -0.76633E+01
  2066    0.21641E+03    0.46507E+01   -0.13124E+02    0.40366E+05   -0.80877E+01
  2067    0.21615E+03    0.46111E+01   -0.12939E+02    0.40310E+05   -0.85445E+01
  2068    0.21588E+03    0.45725E+01   -0.12754E+02    0.40254E+05   -0.90308E+01
  2069    0.21561E+03    0.45348E+01   -0.12567E+02    0.40197E+05   -0.95440E+01
  2070    0.21532E+03    0.44981E+01   -0.12380E+02    0.40141E+05   -0.10081E+02
  2071    0.21501E+03    0.44622E+01   -0.12193E+02    0.40085E+05   -0.10640E+02
  2072    0.21471E+03    0.44274E+01   -0.12004E+02    0.40029E+05   -0.11217E+02
  2073    0.21438E+03    0.43935E+01   -0.11816E+02    0.39973E+05   -0.11811E+02
  2074    0.21405E+03    0.43606E+01   -0.11627E+02    0.39918E+05   -0.12417E+02
  2075    0.21371E+03    0.43285E+01   -0.11437E+02    0.39862E+05   -0.13034E+02
  2076    0.21335E+03    0.42975E+01   -0.11247E+02    0.39806E+05   -0.13659E+02
  2077    0.21299E+03    0.42674E+01   -0.11057E+02    0.39750E+05   -0.14289E+02
  2078    0.21262E+03    0.42383E+01   -0.10866E+02    0.39695E+05   -0.14921E+02
  2079    0.21221E+03    0.42102E+01   -0.10676E+02    0.39640E+05   -0.15553E+02
  2080    0.21183E+03    0.41830E+01   -0.10485E+02    0.39584E+05   -0.16181E+02
  2081    0.21141E+03    0.41570E+01   -0.10295E+02    0.39529E+05   -0.16804E+02
  2082    0.21100E+03    0.41317E+01   -0.10104E+02    0.39474E+05   -0.17418E+02
  2083    0.21057E+03    0.41075E+01   -0.99150E+01    0.39419E+05   -0.18020E+02
  2084    0.21012E+03    0.40844E+01   -0.97250E+01    0.39363E+05   -0.18609E+02
  2085    0.20968E+03    0.40621E+01   -0.95348E+01    0.39308E+05   -0.19181E+02
  2086    0.20922E+03    0.40408E+01   -0.93451E+01    0.39254E+05   -0.19733E+02
  2087    0.20875E+03    0.40206E+01   -0.91566E+01    0.39199E+05   -0.20263E+02
  2088    0.20826E+03    0.40013E+01   -0.89686E+01    0.39144E+05   -0.20768E+02
  2089    0.20778E+03    0.39830E+01   -0.87803E+01    0.39089E+05   -0.21246E+02
  2090    0.20727E+03    0.39657E+01   -0.85932E+01    0.39035E+05   -0.21693E+02
  2091    0.20677E+03    0.39493E+01   -0.84067E+01    0.38980E+05   -0.22106E+02
  2092    0.20624E+03    0.39339E+01   -0.82213E+01    0.38926E+05   -0.22484E+02
  2093    0.20571E+03    0.39195E+01   -0.80350E+01    0.38871E+05   -0.22824E+02
  2094    0.20517E+03    0.39061E+01   -0.78506E+01    0.38817E+05   -0.23122E+02
  2095    0.20462E+03    0.38935E+01   -0.76674E+01    0.38763E+05   -0.23376E+02
  2096    0.20406E+03    0.38821E+01   -0.74856E+01    0.38709E+05   -0.23583E+02
  2097    0.20349E+03    0.38715E+01   -0.73041E+01    0.38655E+05   -0.23740E+02
  2098    0.20291E+03    0.38619E+01   -0.71243E+01    0.38600E+05   -0.23846E+02
  2099    0.20233E+03    0.38532E+01   -0.69445E+01    0.38547E+05   -0.23896E+02
  2100    0.20174E+03    0.38456E+01   -0.67670E+01    0.38493E+05   -0.23889E+02
  2101    0.20113E+03    0.38388E+01   -0.65904E+01    0.38439E+05   -0.23822E+02
  2102    0.20051E+03    0.38329E+01   -0.64149E+01    0.38385E+05   -0.23696E+02
  2103    0.19989E+03    0.38280E+01   -0.62409E+01    0.38331E+05   -0.23516E+02
  2104    0.19927E+03    0.38240E+01   -0.60683E+01    0.38278E+05   -0.23281E+02
  2105    0.19862E+03    0.38208E+01   -0.58971E+01    0.38224E+05   -0.22995E+02
  2106    0.19797E+03    0.38186E+01   -0.57275E+01    0.38171E+05   -0.22661E+02
  2107    0.19732E+03    0.38173E+01   -0.55595E+01    0.38118E+05   -0.22280E+02
  2108    0.19665E+03    0.38169E+01   -0.53930E+01    0.38064E+05   -0.21854E+02
  2109    0.19598E+03    0.38173E+01   -0.52282E+01    0.38011E+05   -0.21387E+02
  2110    0.19531E+03    0.38187E+01   -0.50652E+01    0.37958E+05   -0.20880E+02
  2111    0.19462E+03    0.38208E+01   -0.49039E+01    0.37905E+05   -0.20335E+02
  2112    0.19393E+03    0.38239E+01   -0.47444E+01    0.37852E+05   -0.19756E+02
  2113    0.19322E+03    0.38276E+01   -0.45870E+01    0.37799E+05   -0.19143E+02
  2114    0.19252E+03    0.38323E+01   -0.44313E+01    0.37746E+05   -0.18501E+02
  2115    0.19180E+03    0.38379E+01   -0.42777E+01    0.37693E+05   -0.17830E+02
  2116    0.19109E+03    0.38443E+01   -0.41260E+01    0.37641E+05   -0.17133E+02
  2117    0.19036E+03    0.38518E+01   -0.39766E+01    0.37588E+05   -0.16413E+02
  2118    0.18963E+03    0.38597E+01   -0.38290E+01    0.37535E+05   -0.15671E+02
  2119    0.18889E+03    0.38685E+01   -0.36838E+01    0.37483E+05   -0.14911E+02
  2120    0.18814E+03    0.38780E+01   -0.35406E+01    0.37431E+05   -0.14134E+02
  2121    0.18739E+03    0.38884E+01   -0.33998E+01    0.37378E+05   -0.13342E+02
  2122    0.18663E+03    0.38995E+01   -0.32611E+01    0.37326E+05   -0.12539E+02
  2123    0.18587E+03    0.39113E+01   -0.31248E+01    0.37274E+05   -0.11726E+02
  2124    0.18511E+03    0.39238E+01   -0.29908E+01    0.37222E+05   -0.10905E+02
  2125    0.18433E+03    0.39371E+01   -0.28592E+01    0.37170E+05   -0.10079E+02
  2126    0.18356E+03    0.39510E+01   -0.27300E+01    0.37118E+05   -0.92510E+01
  2127    0.18277E+03    0.39657E+01   -0.26032E+01    0.37066E+05   -0.84221E+01
  2128    0.18199E+03    0.39810E+01   -0.24789E+01    0.37014E+05   -0.75950E+01
  2129    0.18120E+03    0.39969E+01   -0.23571E+01    0.36963E+05   -0.67721E+01
  2130    0.18040E+03    0.40135E+01   -0.22378E+01    0.36911E+05   -0.59556E+01
  2131    0.17961E+03    0.40309E+01   -0.21211E+01    0.36860E+05   -0.51478E+01
  2132    0.17881E+03    0.40488E+01   -0.20069E+01    0.36808E+05   -0.43511E+01
  2133    0.17800E+03    0.40674E+01   -0.18954E+01    0.36757E+05   -0.35678E+01
  2134    0.17720E+03    0.40866E+01   -0.17866E+01    0.36706E+05   -0.28001E+01
  2135    0.17638E+03    0.41064E+01   -0.16802E+01    0.36654E+05   -0.20503E+01
  2136    0.17557E+03    0.41266E+01   -0.15768E+01    0.36603E+05   -0.13209E+01
  2137    0.17475E+03    0.41475E+01   -0.14759E+01    0.36552E+05   -0.61399E+00
  2138    0.17393E+03    0.41689E+01   -0.13778E+01    0.36501E+05    0.68008E-01
  2139    0.17311E+03    0.41909E+01   -0.12824E+01    0.36451E+05    0.72281E+00
  2140    0.17228E+03    0.42134E+01   -0.11898E+01    0.36400E+05    0.13481E+01
  2141    0.17146E+03    0.42362E+01   -0.11000E+01    0.36349E+05    0.19416E+01
  2142    0.17063E+03    0.42597E+01   -0.10129E+01    0.36299E+05    0.25010E+01
  2143    0.16979E+03    0.42836E+01   -0.92872E+00    0.36248E+05    0.30240E+01
  2144    0.16895E+03    0.43079E+01   -0.84720E+00    0.36198E+05    0.35083E+01
  2145    0.16812E+03    0.43327E+01   -0.76872E+00    0.36147E+05    0.39515E+01
  2146    0.16728E+03    0.43579E+01   -0.69294E+00    0.36097E+05    0.43514E+01
  2147    0.16644E+03    0.43835E+01   -0.62006E+00    0.36047E+05    0.47057E+01
  2148    0.16561E+03    0.44096E+01   -0.55007E+00    0.35997E+05    0.50121E+01
  2149    0.16477E+03    0.44361E+01   -0.48290E+00    0.35947E+05    0.52681E+01
  2150    0.16393E+03    0.44629E+01   -0.41862E+00    0.35897E+05    0.54717E+01
  2151    0.16309E+03    0.44900E+01   -0.35723E+00    0.35847E+05    0.56209E+01
  2152    0.16225E+03    0.45175E+01   -0.29870E+00    0.35797E+05    0.57164E+01
  2153    0.16141E+03    0.45453E+01   -0.24307E+00    0.35748E+05    0.57592E+01
  2154    0.16057E+03    0.45733E+01   -0.19031E+00    0.35698E+05    0.57504E+01
  2155    0.15974E+03    0.46017E+01   -0.14043E+00    0.35649E+05    0.56912E+01
  2156    0.15890E+03    0.46303E+01   -0.93397E-01    0.35599E+05    0.55826E+01
  2157    0.15806E+03    0.46591E+01   -0.49239E-01    0.35550E+05    0.54257E+01
  2158    0.15723E+03    0.46882E+01   -0.79317E-02    0.35501E+05    0.52216E+01
  2159    0.15639E+03    0.47176E+01    0.30532E-01    0.35452E+05    0.49715E+01
  2160    0.15556E+03    0.47470E+01    0.66158E-01    0.35402E+05    0.46763E+01
  2161    0.15473E+03    0.47767E+01    0.98958E-01    0.35353E+05    0.43373E+01
  2162    0.15390E+03    0.48065E+01    0.12893E+00    0.35304E+05    0.39555E+01
  2163    0.15307E+03    0.48364E+01    0.15610E+00    0.35256E+05    0.35320E+01
  2164    0.15225E+03    0.48664E+01    0.18048E+00    0.35207E+05    0.30679E+01
  2165    0.15142E+03    0.48967E+01    0.20207E+00    0.35158E+05    0.25643E+01
  2166    0.15061E+03    0.49269E+01    0.22088E+00    0.35109E+05    0.20222E+01
  2167    0.14979E+03    0.49571E+01    0.23693E+00    0.35061E+05    0.14429E+01
  2168    0.14897E+03    0.49876E+01    0.25023E+00    0.35012E+05    0.82740E+00
  2169    0.14817E+03    0.50179E+01    0.26081E+00    0.34963E+05    0.17677E+00
  2170    0.14737E+03    0.50483E+01    0.26870E+00    0.34915E+05   -0.50788E+00
  2171    0.14655E+03    0.50786E+01    0.27390E+00    0.34867E+05   -0.12254E+01
  2172    0.14576E+03    0.51090E+01    0.27645E+00    0.34818E+05   -0.19748E+01
  2173    0.14497E+03    0.51393E+01    0.27636E+00    0.34770E+05   -0.27549E+01
  2174    0.14418E+03    0.51696E+01    0.27366E+00    0.34722E+05   -0.35647E+01
  2175    0.14339E+03    0.51998E+01    0.26836E+00    0.34673E+05   -0.44029E+01
  2176    0.14260E+03    0.52298E+01    0.26050E+00    0.34625E+05   -0.52686E+01
  2177    0.14184E+03    0.52598E+01    0.25011E+00    0.34577E+05   -0.61606E+01
  2178    0.14107E+03    0.52896E+01    0.23719E+00    0.34529E+05   -0.70779E+01
  2179    0.14030E+03    0.53193E+01    0.22177E+00    0.34481E+05   -0.80193E+01
  2180    0.13953E+03    0.53488E+01    0.20389E+00    0.34433E+05   -0.89837E+01
  2181    0.13878E+03    0.53782E+01    0.18357E+00    0.34385E+05   -0.99701E+01
  2182    0.13803E+03    0.54074E+01    0.16083E+00    0.34337E+05   -0.10977E+02
  2183    0.13728E+03    0.54364E+01    0.13573E+00    0.34289E+05   -0.12004E+02
  2184    0.13653E+03    0.54651E+01    0.10828E+00    0.34241E+05   -0.13050E+02
  2185    0.13580E+03    0.54935E+01    0.78513E-01    0.34193E+05   -0.14113E+02
  2186    0.13507E+03    0.55218E+01    0.46478E-01    0.34145E+05   -0.15193E+02
  2187    0.13435E+03    0.55498E+01    0.12192E-01    0.34097E+05   -0.16288E+02
  2188    0.13363E+03    0.55775E+01   -0.24293E-01    0.34050E+05   -0.17397E+02
  2189    0.13292E+03    0.56049E+01   -0.62956E-01    0.34002E+05   -0.18519E+02
  2190    0.13223E+03    0.56320E+01   -0.10375E+00    0.33954E+05   -0.19654E+02
  2191    0.13153E+03    0.56588E+01   -0.14667E+00    0.33906E+05   -0.20799E+02
  2192    0.13084E+03    0.56851E+01   -0.19166E+00    0.33859E+05   -0.21955E+02
  2193    0.13016E+03    0.57112E+01   -0.23868E+00    0.33811E+05   -0.23119E+02
  2194    0.12949E+03    0.57369E+01   -0.28771E+00    0.33763E+05   -0.24291E+02
  2195    0.12881E+03    0.57622E+01   -0.33876E+00    0.33715E+05   -0.25469E+02
  2196    0.12816E+03    0.57871E+01   -0.39168E+00    0.33668E+05   -0.26653E+02
  2197    0.12751E+03    0.58116E+01   -0.44646E+00    0.33620E+05   -0.27841E+02
  2198    0.12686E+03    0.58357E+01   -0.50309E+00    0.33572E+05   -0.29033E+02
  2199    0.12621E+03    0.58593E+01   -0.56158E+00    0.33525E+05   -0.30227E+02
  2200    0.12559E+03    0.58824E+01   -0.62185E+00    0.33477E+05   -0.31421E+02
